Material,Aggregate Percent,Refuse Percent,MGP Percent,Paper Percent,Organic Percent,Material Group,DSNY Diversion Summary Category,Location
Drinking Cups - Paper and Plastic: Plastic - Durable: Other & Unlabeled,0,0,,,,Plastic,Designated MGP,NYCHA
K-Cups: Predominanty Plastic: #1 PET All,0,0,,,,Plastic,Designated MGP,NYCHA
K-Cups: Predominanty Plastic: #2 HDPE Natural,0,0,,,,Plastic,Designated MGP,NYCHA
K-Cups: Predominanty Plastic: #2 HDPE Pig.,0,0,,,,Plastic,Designated MGP,NYCHA
K-Cups: Predominanty Plastic: #3 PVC,0,0,,,,Plastic,Designated MGP,NYCHA
K-Cups: Predominanty Plastic: #4 LDPE/LLDPE,0,0,,,,Plastic,Designated MGP,NYCHA
K-Cups: Predominanty Plastic: #5 PP Rigid,0,0,,,,Plastic,Designated MGP,NYCHA
K-Cups: Predominanty Plastic: #5 PP Expanded,0,0,,,,Plastic,Other,NYCHA
K-Cups: Predominanty Plastic: #6 PS Rigid,0,0,,,,Plastic,Designated MGP,NYCHA
K-Cups: Predominanty Plastic: #7 Other,0,0,,,,Plastic,Designated MGP,NYCHA
K-Cups: Predominanty Plastic: Compostable,0,0,,,,Plastic,Organics Suitable for Composting,NYCHA
K-Cups: Predominanty Plastic: Other & Unlabeled,0,0,,,,Plastic,Designated MGP,NYCHA
K-Cups: Predominanty Metal,0,0,,,,Plastic,Designated MGP,NYCHA
K-Cups: Predominanty Organic,0,0,,,,Plastic,Designated MGP,NYCHA
Plastic Bottles: #1 PET - Clear,0.02,0.02,,,,Plastic,Designated MGP,NYCHA
Plastic Bottles: #1 PET - Green,0.002,0.002,,,,Plastic,Designated MGP,NYCHA
Plastic Bottles: #1 PET - Other,0.002,0.002,,,,Plastic,Designated MGP,NYCHA
#2 HDPE Natural Bottles,0.007,0.007,,,,Plastic,Designated MGP,NYCHA
#2 HDPE Colored Bottles,0.007,0.007,,,,Plastic,Designated MGP,NYCHA
Plastic Bottles: #3 PVC,0,0,,,,Plastic,Designated MGP,NYCHA
Plastic Bottles: #4 LDPE/LLDPE,0,0,,,,Plastic,Designated MGP,NYCHA
Plastic Bottles: #5 PP Rigid,0.001,0.001,,,,Plastic,Designated MGP,NYCHA
Plastic Bottles: #5 PP Expanded,0,0,,,,Plastic,Other,NYCHA
Plastic Bottles: #6 PS Rigid,0,0,,,,Plastic,Designated MGP,NYCHA
Plastic Bottles: #7 Other,0,0,,,,Plastic,Designated MGP,NYCHA
Plastic Bottles: Compostable,0,0,,,,Plastic,Designated MGP,NYCHA
Plastic Bottles: Other & Unlabeled,0,0,,,,Plastic,Designated MGP,NYCHA
Thermoforms: #1 PET All,0.003,0.003,,,,Plastic,Designated MGP,NYCHA
Thermoforms: #2 HDPE Natural,0,0,,,,Plastic,Designated MGP,NYCHA
Thermoforms: #2 HDPE Pig.,0,0,,,,Plastic,Designated MGP,NYCHA
Thermoforms: #3 PVC,0,0,,,,Plastic,Designated MGP,NYCHA
Thermoforms: #4 LDPE/LLDPE,0,0,,,,Plastic,Designated MGP,NYCHA
Thermoforms: #5 PP Rigid,0.001,0.001,,,,Plastic,Designated MGP,NYCHA
Thermoforms: #5 PP Expanded,0,0,,,,Plastic,Other,NYCHA
Thermoforms: #6 PS Rigid,0.001,0.001,,,,Plastic,Designated MGP,NYCHA
Thermoforms: #7 Other,0,0,,,,Plastic,Designated MGP,NYCHA
Thermoforms: Compostable,0,0,,,,Plastic,Designated MGP,NYCHA
Thermoforms: Other & Unlabeled,0.001,0.001,,,,Plastic,Designated MGP,NYCHA
Other PVC (Non-bottle),0,0,,,,Plastic,Designated MGP,NYCHA
Rigid Plastics: Tubs & Lids: #1 PET All,0,0,,,,Plastic,Designated MGP,NYCHA
Rigid Plastics: Tubs & Lids: #2 HDPE Natural,0,0,,,,Plastic,Designated MGP,NYCHA
Rigid Plastics: Tubs & Lids: #2 HDPE Pig.,0,0,,,,Plastic,Designated MGP,NYCHA
Rigid Plastics: Tubs & Lids: #3 PVC,0,0,,,,Plastic,Designated MGP,NYCHA
Rigid Plastics: Tubs & Lids: #4 LDPE/LLDPE,0,0,,,,Plastic,Designated MGP,NYCHA
Rigid Plastics: Tubs & Lids: #5 PP Rigid,0.003,0.003,,,,Plastic,Designated MGP,NYCHA
Rigid Plastics: Tubs & Lids: #5 PP Expanded,0,0,,,,Plastic,Other,NYCHA
Rigid Plastics: Tubs & Lids: #6 PS Rigid,0.001,0.001,,,,Plastic,Designated MGP,NYCHA
Rigid Plastics: Tubs & Lids: #7 Other,0,0,,,,Plastic,Designated MGP,NYCHA
Rigid Plastics: Tubs & Lids: Compostable,0,0,,,,Plastic,Designated MGP,NYCHA
Rigid Plastics: Tubs & Lids: Other & Unlabeled,0.002,0.002,,,,Plastic,Designated MGP,NYCHA
Rigid Plastics: Rigid Container/Pkg: #1 PET All,0,0,,,,Plastic,Designated MGP,NYCHA
Rigid Plastics: Rigid Container/Pkg: #2 HDPE Natural,0,0,,,,Plastic,Designated MGP,NYCHA
Rigid Plastics: Rigid Container/Pkg: #2 HDPE Pig.,0,0,,,,Plastic,Designated MGP,NYCHA
Rigid Plastics: Rigid Container/Pkg: #3 PVC,0,0,,,,Plastic,Designated MGP,NYCHA
Rigid Plastics: Rigid Container/Pkg: #4 LDPE/LLDPE,0,0,,,,Plastic,Designated MGP,NYCHA
Rigid Plastics: Rigid Container/Pkg: #5 PP Rigid,0,0,,,,Plastic,Designated MGP,NYCHA
Rigid Plastics: Rigid Container/Pkg: #5 PP Expanded,0,0,,,,Plastic,Other,NYCHA
Rigid Plastics: Rigid Container/Pkg: #6 PS Rigid,0,0,,,,Plastic,Designated MGP,NYCHA
Rigid Plastics: Rigid Container/Pkg: #7 Other,0,0,,,,Plastic,Designated MGP,NYCHA
Rigid Plastics: Rigid Container/Pkg: Compostable,0,0,,,,Plastic,Designated MGP,NYCHA
Rigid Plastics: Rigid Container/Pkg: Other & Unlabeled,0.001,0.001,,,,Plastic,Designated MGP,NYCHA
Expanded Polystyrene Containers & Packaging (EPS): Clamshells,0.002,0.002,,,,Plastic,Other,NYCHA
Expanded Polystyrene Containers & Packaging (EPS): Single Use Cups,0,0,,,,Plastic,Other,NYCHA
Expanded Polystyrene Containers & Packaging (EPS): Singe Use Other,0.002,0.002,,,,Plastic,Other,NYCHA
Expanded Polystyrene Containers & Packaging (EPS): Food Packaging,0.004,0.004,,,,Plastic,Other,NYCHA
Expanded Polystyrene Containers & Packaging (EPS): Non-food Packaging,0,0,,,,Plastic,Other,NYCHA
Film: Garbage Bags,0.023,0.023,,,,Plastic,Other,NYCHA
Film: Pouches,0,0,,,,Plastic,Other,NYCHA
Film: Oversize: Other PE Film,0.004,0.004,,,,Plastic,Other,NYCHA
Film: Oversize: Non-PE Film,0.002,0.002,,,,Plastic,Other,NYCHA
Other Plastic Bags & Film: Grocery/Merch Bags,0.026,0.026,,,,Plastic,Plastic Bags,NYCHA
Other Plastic Bags & Film: Produce Bags,0,0,,,,Plastic,Plastic Bags,NYCHA
Other Plastic Bags & Film: Other Sleeves/Clean Bags,0.001,0.001,,,,Plastic,Plastic Bags,NYCHA
Other Plastic Bags & Film: Compostable Bags,0,0,,,,Plastic,Other,NYCHA
Other Plastic Bags & Film: Other PE Film,0.009,0.009,,,,Plastic,Other,NYCHA
Other Plastic Bags & Film: Non-PE Film,0.01,0.01,,,,Plastic,Other,NYCHA
Single Use: #1 PET All,0,0,,,,Plastic,Designated MGP,NYCHA
Single Use: #2 HDPE Natural,0,0,,,,Plastic,Designated MGP,NYCHA
Single Use: #2 HDPE Pig.,0,0,,,,Plastic,Designated MGP,NYCHA
Single Use: #3 PVC,0,0,,,,Plastic,Designated MGP,NYCHA
Single Use: #4 LDPE/LLDPE,0,0,,,,Plastic,Designated MGP,NYCHA
Single Use: #5 PP Rigid,0,0,,,,Plastic,Designated MGP,NYCHA
Single Use: #5 PP Expanded,0,0,,,,Plastic,Other,NYCHA
Single Use: #6 PS Rigid,0,0,,,,Plastic,Designated MGP,NYCHA
Single Use: #7 Other,0,0,,,,Plastic,Designated MGP,NYCHA
Single Use: Compostable,0,0,,,,Plastic,Designated MGP,NYCHA
Single Use: Other & Unlabeled,0.002,0.002,,,,Plastic,Designated MGP,NYCHA
Appliances: Plastic: #1 PET All,0,0,,,,Plastic,Designated MGP,NYCHA
Appliances: Plastic: #2 HDPE Natural,0,0,,,,Plastic,Designated MGP,NYCHA
Appliances: Plastic: #2 HDPE Pig.,0,0,,,,Plastic,Designated MGP,NYCHA
Appliances: Plastic: #3 PVC,0,0,,,,Plastic,Designated MGP,NYCHA
Appliances: Plastic: #4 LDPE/LLDPE,0,0,,,,Plastic,Designated MGP,NYCHA
Appliances: Plastic: #5 PP Rigid,0,0,,,,Plastic,Designated MGP,NYCHA
Appliances: Plastic: #5 PP Expanded,0,0,,,,Plastic,Other,NYCHA
Appliances: Plastic: #6 PS Rigid,0,0,,,,Plastic,Designated MGP,NYCHA
Appliances: Plastic: #7 Other,0,0,,,,Plastic,Designated MGP,NYCHA
Appliances: Plastic: Compostable,0,0,,,,Plastic,Designated MGP,NYCHA
Appliances: Plastic: Other & Unlabeled,0.003,0.003,,,,Plastic,Designated MGP,NYCHA
Bulk/Rigid Plastics: Crates/Soda Carrier: #1 PET All,0,0,,,,Plastic,Designated MGP,NYCHA
Bulk/Rigid Plastics: Crates/Soda Carrier: #2 HDPE Natural,0,0,,,,Plastic,Designated MGP,NYCHA
Bulk/Rigid Plastics: Crates/Soda Carrier: #2 HDPE Pig.,0,0,,,,Plastic,Designated MGP,NYCHA
Bulk/Rigid Plastics: Crates/Soda Carrier: #3 PVC,0,0,,,,Plastic,Designated MGP,NYCHA
Bulk/Rigid Plastics: Crates/Soda Carrier: #4 LDPE/LLDPE,0,0,,,,Plastic,Designated MGP,NYCHA
Bulk/Rigid Plastics: Crates/Soda Carrier: #5 PP Rigid,0,0,,,,Plastic,Designated MGP,NYCHA
Bulk/Rigid Plastics: Crates/Soda Carrier: #5 PP Expanded,0,0,,,,Plastic,Other,NYCHA
Bulk/Rigid Plastics: Crates/Soda Carrier: #6 PS Rigid,0,0,,,,Plastic,Designated MGP,NYCHA
Bulk/Rigid Plastics: Crates/Soda Carrier: #7 Other,0,0,,,,Plastic,Designated MGP,NYCHA
Bulk/Rigid Plastics: Crates/Soda Carrier: Compostable,0,0,,,,Plastic,Designated MGP,NYCHA
Bulk/Rigid Plastics: Crates/Soda Carrier: Other & Unlabeled,0,0,,,,Plastic,Designated MGP,NYCHA
Bulk/Rigid Plastics: Toys/Housewares: #1 PET All,0,0,,,,Plastic,Designated MGP,NYCHA
Bulk/Rigid Plastics: Toys/Housewares: #2 HDPE Natural,0,0,,,,Plastic,Designated MGP,NYCHA
Bulk/Rigid Plastics: Toys/Housewares: #2 HDPE Pig.,0,0,,,,Plastic,Designated MGP,NYCHA
Bulk/Rigid Plastics: Toys/Housewares: #3 PVC,0,0,,,,Plastic,Designated MGP,NYCHA
Bulk/Rigid Plastics: Toys/Housewares: #4 LDPE/LLDPE,0,0,,,,Plastic,Designated MGP,NYCHA
Bulk/Rigid Plastics: Toys/Housewares: #5 PP Rigid,0,0,,,,Plastic,Designated MGP,NYCHA
Bulk/Rigid Plastics: Toys/Housewares: #5 PP Expanded,0,0,,,,Plastic,Other,NYCHA
Bulk/Rigid Plastics: Toys/Housewares: #6 PS Rigid,0,0,,,,Plastic,Designated MGP,NYCHA
Bulk/Rigid Plastics: Toys/Housewares: #7 Other,0,0,,,,Plastic,Designated MGP,NYCHA
Bulk/Rigid Plastics: Toys/Housewares: Compostable,0,0,,,,Plastic,Designated MGP,NYCHA
Bulk/Rigid Plastics: Toys/Housewares: Other & Unlabeled,0.004,0.004,,,,Plastic,Designated MGP,NYCHA
Bulk/Rigid Plastics: Other Durable: #1 PET All,0,0,,,,Plastic,Designated MGP,NYCHA
Bulk/Rigid Plastics: Other Durable: #2 HDPE Natural,0,0,,,,Plastic,Designated MGP,NYCHA
Bulk/Rigid Plastics: Other Durable: #2 HDPE Pig.,0,0,,,,Plastic,Designated MGP,NYCHA
Bulk/Rigid Plastics: Other Durable: #3 PVC,0,0,,,,Plastic,Designated MGP,NYCHA
Bulk/Rigid Plastics: Other Durable: #4 LDPE/LLDPE,0,0,,,,Plastic,Designated MGP,NYCHA
Bulk/Rigid Plastics: Other Durable: #5 PP Rigid,0,0,,,,Plastic,Designated MGP,NYCHA
Bulk/Rigid Plastics: Other Durable: #5 PP Expanded,0,0,,,,Plastic,Other,NYCHA
Bulk/Rigid Plastics: Other Durable: #6 PS Rigid,0,0,,,,Plastic,Designated MGP,NYCHA
Bulk/Rigid Plastics: Other Durable: #7 Other,0,0,,,,Plastic,Designated MGP,NYCHA
Bulk/Rigid Plastics: Other Durable: Compostable,0,0,,,,Plastic,Designated MGP,NYCHA
Bulk/Rigid Plastics: Other Durable: Other & Unlabeled,0.002,0.002,,,,Plastic,Designated MGP,NYCHA
Rigid Plastics: Other Plastics: #1 PET All,0,0,,,,Plastic,Designated MGP,NYCHA
Rigid Plastics: Other Plastics: #2 HDPE Natural,0,0,,,,Plastic,Designated MGP,NYCHA
Rigid Plastics: Other Plastics: #2 HDPE Pig.,0,0,,,,Plastic,Designated MGP,NYCHA
Rigid Plastics: Other Plastics: #3 PVC,0,0,,,,Plastic,Designated MGP,NYCHA
Rigid Plastics: Other Plastics: #4 LDPE/LLDPE,0,0,,,,Plastic,Designated MGP,NYCHA
Rigid Plastics: Other Plastics: #5 PP Rigid,0,0,,,,Plastic,Designated MGP,NYCHA
Rigid Plastics: Other Plastics: #5 PP Expanded,0,0,,,,Plastic,Other,NYCHA
Rigid Plastics: Other Plastics: #6 PS Rigid,0,0,,,,Plastic,Designated MGP,NYCHA
Rigid Plastics: Other Plastics: #7 Other,0,0,,,,Plastic,Designated MGP,NYCHA
Rigid Plastics: Other Plastics: Compostable,0,0,,,,Plastic,Designated MGP,NYCHA
Rigid Plastics: Other Plastics: Other & Unlabeled,0.016,0.016,,,,Plastic,Designated MGP,NYCHA
Clear Container Glass,0.027,0.027,,,,Glass,Designated MGP,NYCHA
Green Container Glass,0.004,0.004,,,,Glass,Designated MGP,NYCHA
Brown Container Glass,0.004,0.004,,,,Glass,Designated MGP,NYCHA
Other Color Container Glass,0.001,0.001,,,,Glass,Designated MGP,NYCHA
Mixed Cullet,0.005,0.005,,,,Glass,Designated MGP,NYCHA
Other Glass,0.004,0.004,,,,Glass,Other,NYCHA
Aluminum Cans,0.006,0.006,,,,Metal,Designated MGP,NYCHA
Aluminum Foil/Containers,0.008,0.008,,,,Metal,Designated MGP,NYCHA
Other Aluminium,0.001,0.001,,,,Metal,Designated MGP,NYCHA
Other Non-ferrous,0.004,0.004,,,,Metal,Designated MGP,NYCHA
Steel/Tin Food Cans,0.013,0.013,,,,Metal,Designated MGP,NYCHA
Empty Aerosol Cans,0.002,0.002,,,,Metal,Designated MGP,NYCHA
Other Ferrous Metal,0.008,0.008,,,,Metal,Designated MGP,NYCHA
Mixed Metals,0.006,0.006,,,,Metal,Designated MGP,NYCHA
Appliances: Ferrous,0.007,0.007,,,,Metal,Designated MGP,NYCHA
Appliances: Non-ferrous,0.005,0.005,,,,Metal,Designated MGP,NYCHA
Yard Waste,0.024,0.024,,,,Organic,Organics Suitable for Composting,NYCHA
Food,0.226,0.226,,,,Organic,Organics Suitable for Composting,NYCHA
Non-C&D Wood,0.005,0.005,,,,Organic,Other,NYCHA
Textiles:  Non-clothing,0.027,0.027,,,,Organic,Textiles,NYCHA
Textiles:  Clothing,0.039,0.039,,,,Organic,Textiles,NYCHA
Carpet/Upholstery,0.002,0.002,,,,Organic,Other,NYCHA
Disposable Diapers & Sanitary Products,0.07,0.07,,,,Organic,Other,NYCHA
Animal By-Products,0.013,0.013,,,,Organic,Other,NYCHA
Shoes/Rubber/Leather,0.011,0.011,,,,Organic,Textiles,NYCHA
Garden Hoses,0,0,,,,Organic,Textiles,NYCHA
Fines,0.035,0.035,,,,Organic,Other,NYCHA
Miscellaneous Organics,0.005,0.005,,,,Organic,Other,NYCHA
Audio/Visual Equipment - TV Peripherals (Covered),0,0,,,,E-Waste,E-Waste,NYCHA
Audio/Visual Equipment - Other (Non-covered),0.002,0.002,,,,E-Waste,E-Waste,NYCHA
Computer Monitors,0.003,0.003,,,,E-Waste,E-Waste,NYCHA
Televisions,0,0,,,,E-Waste,E-Waste,NYCHA
Other Computer Equipment,0.002,0.002,,,,E-Waste,E-Waste,NYCHA
Untreated Dimension Lumber/Pallets/Crates,0.001,0.001,,,,C&D,C&D,NYCHA
Treated/Contaminated/Composite Wood,0.01,0.01,,,,C&D,C&D,NYCHA
Other C&D Debris Not Elsewhere Classified,0.009,0.009,,,,C&D,C&D,NYCHA
Oil Filters,0,0,,,,Special Waste,HHW,NYCHA
Antifreeze,0,0,,,,Special Waste,HHW,NYCHA
Wet-Cell Batteries,0,0,,,,Special Waste,HHW,NYCHA
Water-Based Adhesives/Glues,0,0,,,,Special Waste,HHW,NYCHA
Latex Paint,0,0,,,,Special Waste,HHW,NYCHA
Oil-Based Paint/Solvent,0,0,,,,Special Waste,HHW,NYCHA
Pesticides/Herbicides/Rodenticides,0,0,,,,Special Waste,HHW,NYCHA
Dry-Cell Batteries,0.001,0.001,,,,Special Waste,HHW,NYCHA
Fluorescent Tubes/CFLs,0,0,,,,Special Waste,HHW,NYCHA
Mercury-Laden Wastes,0,0,,,,Special Waste,HHW,NYCHA
Compressed Gas Cylinders/Fire Extinguishers,0,0,,,,Special Waste,HHW,NYCHA
Home Medical Products,0.003,0.003,,,,Special Waste,HHW,NYCHA
Other HHW,0.001,0.001,,,,Special Waste,HHW,NYCHA
Miscellaneous Inorganics,0.004,0.004,,,,Miscellaneous Inorganics,Other,NYCHA
